PROJECT,SiteID,DEPTH_FROM,DEPTH_TO,SampleID,CuPPM,AuPPM,AgPPM,UPPM,FePPM,AsPPM,AlPPM,BaPPM,BiPPM,CaPPM,CdPPM,CePPM,CoPPM,CrPPM,CsPPM,DyPPM,ErPPM,EuPPM,FPPM,GaPPM,GdPPM,HfPPM,HoPPM,InPPM,KPPM,LaPPM,LuPPM,MgPPM,MnPPM,MoPPM,NaPPM,NbPPM,NdPPM,NiPPM,PPPM,PrPPM,PbPPM,RbPPM,SbPPM,ScPPM,SePPM,SmPPM,SnPPM,SPPM,SiPPM,SrPPM,TaPPM,TbPPM,TePPM,ThPPM,TiPPM,TmPPM,WPPM,VnPPM,VPPM,YPPM,YbPPM,ZnPPM,ZrPPM,PtPPM,PdPPM
SAR,DD21LAR007,182,184,D2002832,20,0.005,0.1,2,20600,1,26800,193,0.05,158000,0.05,34,4.2,25,1.3,2,0.5,0.25,,13,3,1.5,0.5,0.25,19400,17,0.25,81000,5480,0.5,3750,2,12,5,200,3.5,5,34,0.25,6,1,2,2.5,400,84100,44,0.2,0.25,0.1,6,1400,0.25,1.5,,30,13,0.5,5,50,,
SAR,DD21LAR007,184,186,D2002833,20,0.005,0.1,4,21600,6,31700,234,0.05,141000,0.05,52,6,20,2,2,0.5,0.25,,14,3,2,0.5,0.25,27200,25,0.25,74000,5340,0.5,2300,2,19,5,200,5.5,5,49,0.25,8,1,3,2.5,450,110000,33.6,0.1,0.25,0.1,9,1600,0.25,1.5,,30,18,0.5,5,80,,
SAR,DD21LAR007,186,188,D2002834,20,0.005,0.1,3,20700,6,21000,232,0.05,166000,0.05,37,4,20,1.3,2,0.5,0.25,,12,2,1,0.5,0.25,13700,20,0.25,86500,6000,0.5,2800,2,14,5,200,3.5,5,32.5,0.25,6,1,2,2.5,950,71100,25,0.1,0.25,0.1,5,1150,0.25,1.5,,15,11,0.5,10,45,,
SAR,DD21LAR007,188,190,D2002835,20,0.005,0.1,5.5,20500,10,26300,348,0.05,165000,0.05,35,6,20,1.8,2,0.5,0.25,,13,3,1.5,0.5,0.25,17500,18,0.25,80500,4280,2,1950,2,13,5,300,3.5,5,46.5,0.25,6,1,2,2.5,2050,79500,27,0.1,0.25,0.1,5.5,1400,0.25,6,,30,13,0.5,5,70,,
SAR,DD21LAR007,190,192,D2002836,20,0.005,0.1,3,23100,8,25400,276,0.05,169000,0.05,33,5.6,20,2.3,2,0.5,0.25,,14,3,2,0.5,0.25,16200,17,0.25,89200,6140,2,1700,2.5,12,5,200,3.5,5,49,0.25,8,1,3,2.5,1400,81400,25.8,0.1,0.25,0.1,5.5,1450,0.25,6,,20,15,0.5,5,55,,
SAR,DD21LAR007,192,193.52,D2002837,20,0.005,0.1,1.5,19400,6,23800,204,0.05,172000,0.05,33,4.6,20,1.5,1.5,0.5,0.25,,12,2,1.5,0.5,0.25,12600,18,0.25,93400,4540,0.5,2750,3,12,5,200,4,5,42.5,0.25,6,1,2,2.5,800,75500,35.2,0.2,0.25,0.1,5,1300,0.25,1.5,,20,10,0.5,5,40,,
SAR,DD21LAR007,193.52,196,D2002838,40,0.005,0.1,3,25300,6,35000,196,0.2,143000,0.05,42,6,35,2.5,2,0.5,0.25,,14,3,2,0.5,0.25,15800,21,0.25,82000,4040,0.5,4600,3,15,5,400,4.5,10,55.5,0.25,8,1,3,2.5,700,113000,26.2,0.3,0.25,0.1,7.5,1900,0.25,1.5,,35,15,0.5,20,65,,
SAR,DD21LAR007,196,197.5,D2002839,30,0.005,0.1,3,23900,1,22500,45,0.05,172000,0.05,50,5,20,1,2.5,2,1,,12,4,1,0.5,0.25,7550,23,0.25,91400,6640,0.5,7000,1.5,19,5,400,5.5,5,25,0.25,6,1,4,2.5,750,74500,39,0.1,0.25,0.1,4,1400,0.25,1.5,,25,20,0.5,5,45,,
SAR,DD21LAR007,197.5,200,D2002842,30,0.005,0.1,4,28100,8,31700,197,0.2,145000,0.05,60,5.8,30,2.2,4,2,1,,14,5,2,0.5,0.25,18900,29,0.25,81900,5140,2,1950,3,25,5,200,7,5,78,0.25,8,1,5,2.5,800,104000,36.6,0.1,0.25,0.1,7,1550,0.25,1.5,,25,23,0.5,5,60,,
SAR,DD21LAR007,200,201.23,D2002843,70,0.005,0.1,3.5,25800,8,26600,110,0.3,148000,0.05,45,5.6,30,1.5,2.5,2,1,,12,4,1.5,0.5,0.25,17000,20,0.25,81400,4640,0.5,3200,3,19,5,200,5.5,10,53.5,0.25,8,1,4,2.5,1000,91300,40.2,0.2,0.25,0.1,6,1500,0.25,1.5,,20,20,0.5,20,50,,
SAR,DD21LAR007,201.23,201.8,D2002844,5,0.005,0.1,6,57100,20,74600,333,0.05,12700,0.05,38,17.8,65,8.4,2,0.5,0.25,,19,3,4,0.5,0.25,38600,20,0.25,29000,880,2,1650,10,15,20,300,4.5,5,219,0.5,8,1,2,2.5,350,270000,15.4,0.2,0.25,0.1,13,3400,0.25,1.5,,60,13,0.5,20,165,,
SAR,DD21LAR007,201.8,204,D2002845,20,0.005,0.1,2,16600,1,16300,33,0.2,182000,0.05,34,2.6,15,0.4,2,0.5,0.25,,10,3,1,0.5,0.25,7900,18,0.25,98100,6620,0.5,5050,3,13,5,300,4,10,12.5,0.25,6,1,2,2.5,350,49400,24.6,0.2,0.25,0.1,3.5,950,0.25,1.5,,15,13,0.5,5,30,,
SAR,DD21LAR007,204,206,D2002846,30,0.005,0.1,2.5,16800,1,16800,16,0.2,185000,0.05,56,2,15,0.3,3,2,1.5,,11,5,1.5,0.5,0.5,5600,29,0.25,98100,5840,0.5,6550,9,21,5,300,6.5,5,11.5,0.5,6,1,5,2.5,350,45500,22.2,2.5,1,1.6,5,950,0.25,1.5,,20,20,0.5,5,30,,
SAR,DD21LAR007,206,208,D2002847,60,0.005,0.1,2.5,27100,1,18200,39,0.2,184000,0.05,33,2.6,15,1.5,3,2,1,,15,4,1.5,0.5,0.25,5950,18,0.25,88800,12800,0.5,7300,5,13,5,200,4,5,13,0.25,6,1,4,2.5,1100,53900,31,0.8,1,0.8,5,1000,0.25,1.5,,15,19,2,5,40,,
SAR,DD21LAR007,208,210,D2002848,20,0.005,0.1,4,24900,1,27900,130,0.05,164000,0.05,31,4.2,20,1.2,2,2,0.25,,15,3,1.5,0.5,0.25,14000,14,0.25,85900,8160,0.5,6200,3.5,12,5,200,4,5,34.5,0.25,8,1,3,2.5,550,81900,31.2,0.4,0.25,0.4,6.5,1400,0.25,1.5,,20,18,0.5,10,55,,
SAR,DD21LAR007,210,211.08,D2002849,150,0.005,0.1,3,31100,6,35700,852,0.05,141000,0.05,41,6.6,30,3.8,2.5,2,0.25,,17,4,2,0.5,0.25,19800,19,0.25,78100,6640,0.5,2850,3,15,5,300,4.5,5,73,0.25,10,1,4,2.5,950,101000,32.4,0.4,0.25,0.4,8.5,1850,0.25,1.5,,35,19,0.5,20,75,,
SAR,DD21LAR007,211.08,213,D2002850,5,0.005,0.1,3.5,40800,1,57100,448,0.05,95400,0.05,49,10.8,50,7.8,3.5,2,1,,20,5,3,0.5,0.25,32800,22,0.25,62500,5460,0.5,3050,3.5,20,20,400,5.5,5,139,0.25,12,1,4,2.5,300,148000,19.8,0.3,1,0.1,13,3050,0.25,6,,55,22,0.5,30,120,,
SAR,DD21LAR007,213,215,D2002851,5,0.005,0.1,4.5,41600,6,65800,494,0.05,82100,0.05,57,11.8,55,6.7,3,2,1,,22,4,3.5,0.5,0.25,35500,28,0.25,57100,4200,2,8350,3.5,22,20,400,6,10,144,0.25,14,1,4,2.5,1300,169000,25,0.4,0.25,0.1,15,3500,0.25,6,,70,17,0.5,30,130,,
SAR,DD21LAR007,215,217,D2002852,5,0.005,0.1,3,41500,6,59700,691,0.05,90700,0.05,45,11.6,50,6.7,2.5,2,0.25,,21,4,3,0.5,0.25,33200,22,0.25,58900,6120,0.5,5700,4.5,16,20,500,5,10,132,0.25,12,1,4,2.5,1000,155000,49.6,0.4,0.25,0.1,13,3200,0.25,6,,55,17,0.5,30,120,,
SAR,DD21LAR007,217,219.22,D2002853,5,0.005,0.1,5,33600,6,58600,361,0.05,102000,0.05,66,9,55,3.3,2.5,0.5,1,,19,4,3,0.5,0.25,23800,33,0.25,50700,3140,3,15700,6.5,25,20,400,7.5,5,88.5,0.25,12,1,5,2.5,450,173000,48.8,0.3,0.25,0.1,14.5,2850,0.25,1.5,,60,16,2,30,110,,
SAR,DD21LAR007,219.22,221.4,D2002854,20,0.005,0.1,3.5,21900,6,19000,64,0.05,232000,0.05,36,5.4,20,0.5,2,0.5,0.25,,11,3,1,0.5,0.25,2950,20,0.25,60800,8060,2,9350,3.5,14,5,100,4,5,7.5,0.25,6,1,3,2.5,1200,62000,79.2,0.4,0.25,0.1,4,1000,0.25,1.5,,15,15,0.5,5,35,,
SAR,DD21LAR007,221.4,223,D2002855,60,0.005,0.4,5,82600,10,68600,382,0.05,27700,0.05,97,23.8,135,6.8,2.5,2,1,,19,5,4.5,0.5,0.25,28900,50,0.25,35800,1060,2,4300,7.5,35,60,1000,10.5,5,179,0.5,14,1,6,2.5,1900,250000,24.2,0.4,0.25,0.1,16,3700,0.25,6,,80,18,2,20,155,,
SAR,DD21LAR007,223,225,D2002856,5,0.005,0.1,3.5,60200,1,75600,391,0.05,10000,0.05,91,10,70,2.9,3.5,2,1,,20,5,3,0.5,0.25,32200,46,0.25,16900,520,0.5,1250,6,35,20,500,10,5,149,0.25,14,1,6,2.5,100,290000,15.2,0.3,0.25,0.1,15,3050,0.25,6,,65,20,2,10,130,,
SAR,DD21LAR007,225,227,D2002857,20,0.005,0.1,3,63400,6,68300,318,0.2,10300,0.05,86,12.4,70,3.6,3.5,3,1,,20,5,3.5,0.5,0.25,27300,43,0.25,18700,520,2,1700,6.5,34,20,700,10,5,139,0.25,12,1,6,2.5,150,296000,22,0.5,1,0.1,15,2750,0.25,6,,55,22,2,20,110,,
SAR,DD21LAR007,227,229,D2002858,5,0.005,0.1,2.5,62100,1,81900,449,0.05,11000,0.05,96,11.6,75,3.1,4.5,3,1,,21,6,4,0.5,0.25,34800,47,0.25,18900,600,0.5,2250,5.5,39,30,600,11,5,162,0.25,14,1,7,2.5,25,287000,20.8,0.3,1,0.1,16.5,3350,0.25,6,,70,25,3,20,140,,
SAR,DD21LAR007,229,231,D2002859,5,0.005,0.1,2.5,68600,1,78400,431,0.05,9600,0.05,106,12.4,65,3.2,4.5,3,1.5,,21,6,4,0.5,0.25,32300,53,0.25,18000,580,0.5,1700,5.5,42,30,500,12.5,5,156,0.25,14,1,7,2.5,150,283000,20.4,0.4,1,0.1,16,3300,0.25,6,,65,25,2,20,140,,
SAR,DD21LAR007,231,233,D2002860,5,0.005,0.1,3,65600,1,83200,486,0.05,4750,0.05,73,14.6,80,3.8,4,3,1,,21,5,4.5,0.5,0.25,33300,35,0.25,18800,400,0.5,1300,5,28,30,500,8,5,157,0.25,16,1,5,2.5,350,296000,15.8,0.2,1,0.1,15.5,3550,0.25,6,,70,25,2,20,140,,
SAR,DD21LAR007,233,235,D2002862,5,0.02,0.1,4,65200,6,81700,453,0.05,8500,0.05,82,14.8,80,4.2,4.5,3,1,,20,5,3.5,0.5,0.25,34000,43,0.25,20300,600,0.5,1650,7,33,30,500,9,5,158,0.25,16,1,6,2.5,300,291000,17.4,0.3,1,0.4,16,3300,0.25,6,,80,27,2,10,140,,
SAR,DD21LAR007,235,237,D2002864,30,0.005,0.1,3,64900,6,74600,383,0.05,7200,0.05,77,14,75,5.7,4.5,3,1,,17,5,3.5,0.5,0.25,30600,39,0.25,19900,440,2,1650,6.5,29,20,500,9,5,147,0.25,14,1,6,2.5,400,298000,20.6,0.3,0.25,0.1,14.5,3100,0.25,6,,60,24,2,10,135,,
SAR,DD21LAR007,237,239,D2002865,20,0.005,0.1,4,76200,6,78900,370,0.05,9350,0.05,34,15,65,9.7,2.5,2,0.25,,21,3,4.5,0.5,0.25,32400,17,0.25,24100,440,0.5,5100,7,12,30,500,3.5,5,207,0.25,14,1,2,2.5,350,276000,28.4,0.2,0.25,0.1,15,3550,0.25,6,,70,19,2,10,155,,
SAR,DD21LAR007,239,241,D2002866,60,0.005,0.1,4.5,80500,6,81900,477,0.05,6800,0.05,97,13.4,65,8.5,4.5,3,1.5,,20,5,5,0.5,0.25,36100,46,0.25,19100,440,2,3650,8.5,37,30,500,11,5,193,0.25,14,1,7,2.5,150,276000,36.4,0.3,1,0.1,17.5,3700,0.25,6,,75,26,2,10,160,,
SAR,DD21LAR007,241,243,D2002867,20,0.005,0.1,4,57300,6,60600,300,0.05,8900,0.05,76,13.6,70,8.7,3,2,1,,15,5,3,0.5,0.25,23700,38,0.25,16300,400,0.5,8200,7.5,29,30,700,8.5,5,141,0.25,12,1,5,2.5,350,314000,79.4,0.2,0.25,0.1,13.5,3400,0.25,1.5,,60,19,2,20,125,,
SAR,DD21LAR007,243,245,D2002868,30,0.005,0.1,5.5,76200,6,76200,375,0.05,9600,0.05,88,18.4,75,12.1,4.5,3,1,,17,5,4,0.5,0.25,31700,45,0.25,22300,440,0.5,7800,9.5,33,40,700,10,5,198,0.25,14,1,6,2.5,500,279000,63.2,0.3,1,0.1,16.5,4050,0.25,1.5,,70,25,3,20,150,,
SAR,DD21LAR007,245,247,D2002869,20,0.005,0.1,3.5,46800,6,77900,455,0.2,22500,0.05,101,7,75,4.8,5.5,3,1.5,,20,7,4.5,0.5,0.25,36200,50,0.25,18000,1060,0.5,2900,5.5,42,20,600,11.5,5,206,0.25,14,1,8,2.5,150,285000,28.2,0.3,1,0.1,17,3600,0.25,6,,65,31,3,10,160,,
SAR,DD21LAR007,247,249,D2002870,5,0.005,0.1,3,75900,6,71900,279,0.05,21900,0.05,88,12.4,85,5.2,3.5,3,1,,18,6,4,0.5,0.25,22300,45,0.25,21400,820,0.5,13900,4,35,40,600,10,5,160,0.25,14,1,7,2.5,100,262000,92.4,0.1,1,0.1,14.5,3200,0.25,1.5,,65,23,2,10,130,,
SAR,DD21LAR007,249,251,D2002871,5,0.005,0.1,4,81600,1,73200,380,0.05,10600,0.05,109,22.6,235,14.1,4,2,1,,17,5,3.5,0.5,0.25,33000,57,0.25,29500,480,0.5,5350,6,41,100,800,12.5,5,247,0.25,16,1,7,2.5,150,270000,42.8,0.2,1,0.1,16.5,3750,0.25,1.5,,100,23,2,20,135,,
SAR,DD21LAR007,251,253,D2002872,5,0.005,0.1,4,75900,1,76700,500,0.05,9700,0.05,94,11.2,70,7,5,3,1,,19,6,4,0.5,0.25,34600,46,0.25,15900,480,0.5,4400,5.5,35,20,600,10.5,5,213,0.25,14,1,7,2.5,100,284000,24.4,0.2,1,0.1,17,3250,0.25,6,,75,27,2,20,140,,
SAR,DD21LAR007,253,255,D2002873,5,0.005,0.1,3,83600,1,81500,512,0.05,4400,0.05,90,11.8,80,5.4,5,3,1,,21,6,5,0.5,0.25,35100,45,0.25,16200,320,0.5,1900,5,38,30,600,10.5,5,191,0.25,14,1,7,2.5,100,279000,14,0.3,1,0.1,17,3500,0.25,6,,90,29,3,20,165,,
SAR,DD21LAR007,255,257,D2002874,5,0.005,0.1,4,65100,1,81500,440,0.05,8250,0.05,104,12.2,70,3.9,5.5,3,1.5,,21,6,5,0.5,0.25,34100,53,0.25,18100,580,0.5,1550,4.5,45,20,600,12.5,5,179,0.25,14,1,8,2.5,200,293000,11.6,0.2,1,0.1,17.5,3550,0.25,6,,80,29,3,20,160,,
SAR,DD21LAR007,257,259,D2002875,5,0.005,0.1,4,76500,1,79200,392,0.2,6700,0.05,96,16,70,7,4.5,3,1.5,,18,7,4,0.5,0.25,33200,47,0.25,18100,540,0.5,1350,6,40,30,600,11,5,185,0.25,14,1,7,2.5,250,287000,12.2,0.4,1,0.1,16.5,3250,0.25,6,,75,27,3,30,140,,
SAR,DD21LAR007,259,261,D2002876,20,0.005,0.1,3,71000,1,72900,342,0.05,13000,0.05,80,12.4,70,4.9,4,3,1,,19,5,3,0.5,0.25,30700,39,0.25,20000,660,0.5,1200,6,34,20,500,9,5,204,0.25,14,1,5,2.5,200,281000,11.6,0.3,1,0.1,15.5,3100,0.25,6,,75,26,3,20,120,,
SAR,DD21LAR007,261,263,D2002877,20,0.005,0.1,4,87600,1,78700,361,0.05,3800,0.05,75,13.6,70,5.6,4.5,3,1,,19,6,4,0.5,0.25,30200,37,0.25,22400,300,0.5,1350,6,30,30,600,8.5,5,185,0.25,14,1,6,2.5,100,281000,9.8,0.3,1,0.1,16.5,3400,0.25,6,,80,27,3,10,140,,
SAR,DD21LAR007,263,265,D2002878,5,0.005,0.1,5,70100,1,76300,541,0.05,15100,0.05,105,7.8,65,4.1,4,2,1,,18,5,3.5,0.5,0.25,35100,58,0.25,15800,840,0.5,2050,6,34,20,500,11,5,214,0.25,14,1,6,2.5,150,281000,20.4,0.3,0.25,0.1,15,3300,0.25,6,,75,23,2,10,135,,
SAR,DD21LAR007,265,267,D2002879,5,0.005,0.1,3,71900,1,81900,381,0.05,6550,0.05,113,17.6,95,6.2,4.5,3,1.5,,19,6,4,0.5,0.25,33300,55,0.25,21700,440,0.5,4350,6,45,40,600,13,5,214,0.25,16,1,8,2.5,200,274000,19,0.3,1,0.1,17.5,3600,0.25,6,,95,28,2,10,160,,
SAR,DD21LAR007,267,269,D2002880,5,0.005,0.1,3,84000,1,78700,368,0.05,3800,0.05,86,14.4,70,3.7,4.5,3,1,,19,5,3.5,0.5,0.25,29900,43,0.25,20100,340,0.5,4750,6,34,30,600,10,5,167,0.25,14,1,6,2.5,100,287000,13.4,0.3,1,0.1,16,3350,0.25,6,,75,27,2,10,135,,
SAR,DD21LAR007,269,271,D2002883,20,0.005,0.1,3,96100,1,77300,322,0.05,4700,0.05,81,16.2,70,3.2,4.5,3,1,,18,5,4,0.5,0.25,28100,40,0.25,25000,400,2,3650,5.5,33,30,600,9,5,150,0.25,16,1,6,2.5,150,274000,10.2,0.2,1,0.1,15.5,3250,0.25,6,,80,26,3,20,130,,
SAR,DD21LAR007,271,273,D2002884,30,0.005,0.1,2.5,73000,1,79800,405,0.05,7700,0.05,94,13,75,3.6,4.5,3,1,,19,7,4.5,0.5,0.25,34200,46,0.25,19300,480,2,1750,5,37,30,600,11,5,210,0.25,14,1,8,2.5,50,288000,9.8,0.2,1,0.1,17,3350,0.25,6,,80,28,3,20,165,,
SAR,DD21LAR007,273,275,D2002885,5,0.005,0.1,3,78200,1,76700,348,0.05,3850,0.05,104,14,70,4.5,6.5,4,1,,18,7,8,0.5,0.25,30300,51,0.25,20200,400,0.5,3400,6,42,30,600,11.5,5,179,0.25,14,1,8,5,150,279000,10.6,0.2,1,0.1,20.5,3350,0.25,6,,75,54,4,10,205,,
SAR,DD21LAR007,275,277,D2002886,5,0.005,0.1,3,87400,1,74300,348,0.4,4050,0.05,87,14,60,4,4,3,1,,17,6,4,0.5,0.25,30000,43,0.25,18900,400,0.5,3550,5.5,35,30,500,10,5,170,0.25,14,1,7,2.5,100,282000,8.4,0.2,1,0.1,15,3100,0.25,6,,65,25,2,30,135,,
SAR,DD21LAR007,277,279,D2002887,5,0.005,0.1,2.5,83100,1,77800,557,0.05,4000,0.05,83,13,70,5.1,4,3,1.5,,16,6,4,0.5,0.25,33700,43,0.25,16300,360,0.5,3750,6,34,20,600,9.5,5,187,0.25,14,1,7,2.5,100,283000,9,0.3,1,0.1,15,3300,0.25,6,,75,26,2,10,130,,
SAR,DD21LAR007,279,281,D2002888,5,0.005,0.1,5,84200,1,75700,391,0.05,4350,0.05,88,13.6,70,10.5,4.5,3,1,,19,5,3.5,0.5,0.25,34400,43,0.25,18000,420,0.5,5600,7.5,35,30,500,10,5,234,0.25,14,1,6,2.5,25,285000,17.6,0.3,1,0.1,15,3250,0.25,6,,75,27,2,20,130,,
SAR,DD21LAR007,281,283,D2002889,5,0.005,0.1,5.5,86100,1,77400,360,0.05,3350,0.05,93,14.4,70,6.2,4,3,1.5,,19,6,4,0.5,0.25,30500,48,0.25,24700,380,0.5,2000,6,39,30,700,11,5,177,0.25,14,1,7,2.5,100,278000,9.2,0.2,1,0.1,16,3350,0.25,6,,75,24,2,20,135,,
SAR,DD21LAR007,283,285,D2002890,5,0.005,0.1,4.5,81500,1,78100,420,0.05,3050,0.05,88,9.6,70,7.4,4.5,4,2.5,,19,6,4.5,2,1.5,35200,46,1.5,17300,280,0.5,2150,8.5,37,30,600,11.5,5,205,0.25,14,1,8,2.5,100,289000,9.6,0.6,1.5,0.1,18.5,3350,1.5,6,,75,25,3,20,150,,
SAR,DD21LAR007,285,287,D2002891,20,0.005,0.1,5.5,74600,1,68200,456,0.2,4750,0.05,78,10.6,55,6.1,3,2,1,,15,4,3.5,0.5,0.25,31100,39,0.25,14800,400,0.5,2800,9,31,20,600,9,5,175,0.5,10,1,6,2.5,100,306000,11,0.8,0.25,0.1,15.5,2450,0.25,6,,55,21,2,20,125,,
SAR,DD21LAR007,287,289,D2002892,5,0.005,0.1,4.5,70400,1,74600,531,0.05,3750,0.05,99,11.2,70,7.5,5,3,1.5,,19,6,6.5,0.5,0.25,35500,49,0.25,16300,420,0.5,3400,8.5,41,30,700,12,5,221,0.25,14,1,8,2.5,100,293000,12.4,0.6,1,0.1,19,3500,0.25,6,,75,28,3,20,195,,
SAR,DD21LAR007,289,291,D2002893,5,0.005,0.1,3.5,77200,1,75500,513,0.05,3300,0.05,90,13.8,70,7.8,4,3,1,,18,6,5.5,0.5,0.25,35400,46,0.25,17000,460,0.5,2400,8.5,37,30,700,10.5,5,202,0.25,14,1,6,2.5,100,290000,10.6,0.5,1,0.1,18,3400,0.25,6,,80,26,2,10,175,,
SAR,DD21LAR007,291,293,D2002894,5,0.005,0.1,4.5,60600,1,80300,487,0.05,5050,0.05,100,12.2,70,5.7,4.5,3,1.5,,20,6,4.5,0.5,0.25,35100,50,0.25,20900,420,0.5,3800,7,41,30,600,11,5,203,0.25,14,1,7,2.5,150,285000,9.8,0.4,1,0.1,17.5,3450,0.25,6,,85,29,3,10,165,,
SAR,DD21LAR007,293,295,D2002895,20,0.005,0.1,4.5,71600,1,81200,575,0.05,3300,0.05,88,14.8,70,5.4,4.5,3,1,,19,5,4,0.5,0.25,34700,44,0.25,18600,420,0.5,4100,6.5,34,30,600,10,5,190,0.25,14,1,7,2.5,50,285000,10.6,0.3,1,0.1,15.5,3400,0.25,6,,80,26,2,30,150,,
SAR,DD21LAR007,295,297,D2002896,5,0.005,0.1,5.5,65300,1,76300,539,0.05,4500,0.05,86,12.6,80,10,4,3,1,,18,5,4.5,0.5,0.25,36000,43,0.25,18600,480,0.5,5900,7.5,34,40,800,10,5,219,0.25,14,1,7,2.5,50,289000,12,0.2,1,0.1,17,3650,0.25,6,,85,23,2,20,165,,
SAR,DD21LAR007,297,299,D2002897,140,0.005,0.1,4.5,80900,1,76300,540,0.05,4550,0.05,83,13.8,70,9.5,4.5,3,1,,19,5,4.5,0.5,0.25,34400,43,0.25,18900,400,0.5,6450,7.5,35,30,600,10,5,221,0.25,14,1,6,2.5,150,281000,13.8,0.2,1,0.1,15.5,3400,0.25,6,,80,26,2,20,155,,
SAR,DD21LAR007,299,301,D2002898,5,0.005,0.1,4.5,61600,1,74800,486,0.05,3900,0.05,99,12.4,70,5.5,5,3,1.5,,16,6,5,0.5,0.25,31500,51,0.25,16400,560,0.5,6150,7,40,30,800,11,5,170,0.25,14,1,7,2.5,100,299000,14,0.3,1,0.1,17,3550,0.25,6,,75,26,3,30,185,,
SAR,DD21LAR007,301,303,D2002900,5,0.005,0.1,4.5,78800,1,79000,553,0.05,4000,0.05,86,13.2,70,5.9,4.5,3,1,,19,5,4.5,0.5,0.25,32100,42,0.25,17400,520,0.5,8350,7.5,34,30,800,9.5,5,184,0.25,16,1,7,2.5,50,284000,17.4,0.4,1,0.1,16.5,3650,0.25,6,,85,26,3,30,170,,
SAR,DD21LAR007,303,305,D2002901,5,0.005,0.1,5.5,49100,1,78500,613,0.05,4500,0.05,87,12.8,70,9.2,4.5,3,1,,18,6,4.5,0.5,0.25,35300,43,0.25,17700,580,0.5,6800,8,33,30,600,9.5,5,201,0.25,14,1,6,2.5,25,299000,16.4,0.3,1,0.1,16.5,3700,0.25,6,,90,25,2,40,190,,
SAR,DD21LAR007,305,307,D2002902,5,0.005,0.1,5.5,81100,1,72400,546,0.05,5650,0.05,89,15.6,65,9.2,4,3,1,,16,6,5.5,0.5,0.25,32700,44,0.25,16500,640,0.5,7350,8,38,20,900,10.5,5,193,0.25,14,1,6,2.5,150,285000,23.4,0.3,1,0.1,17,3450,0.25,6,,80,26,3,30,190,,
SAR,DD21LAR007,307,309,D2002903,30,0.005,0.1,5,66400,1,74200,549,0.05,6100,0.05,78,11.8,70,9.2,3.5,3,1,,17,6,5,0.5,0.25,32400,39,0.25,15600,360,0.5,10100,6.5,31,30,600,9,5,186,0.25,12,1,5,2.5,50,293000,28,0.3,1,0.1,15,3500,0.25,6,,75,24,2,30,170,,
SAR,DD21LAR007,309,311,D2002904,5,0.005,0.1,6.5,76700,1,76900,439,0.05,5200,0.05,84,13.2,70,9.3,4,2,1,,19,5,4.5,0.5,0.25,33700,42,0.25,20100,560,0.5,5950,5,34,30,600,9.5,5,206,0.25,14,1,6,2.5,150,291000,19.4,0.3,1,0.1,16,3350,0.25,6,,75,26,2,30,150,,
SAR,DD21LAR007,311,313,D2002905,20,0.005,0.1,8,74200,1,74800,397,0.05,3750,0.05,85,11.4,70,5.2,4,3,1,,16,5,3.5,0.5,0.25,32900,42,0.25,18400,480,0.5,1750,3,35,20,500,10,5,179,0.25,12,1,7,2.5,150,290000,9,0.2,1,0.1,15,3050,0.25,6,,65,23,2,60,135,,
SAR,DD21LAR007,313,315,D2002906,5,0.005,0.1,34.5,93600,1,78400,358,0.05,2450,0.05,72,16.8,70,4.8,4,3,1,,19,4,3.5,0.5,0.25,31600,36,0.25,23400,400,0.5,1350,3,28,20,500,8.5,5,183,0.25,14,1,6,2.5,150,273000,7.2,0.3,0.25,0.1,15,3300,0.25,6,,80,25,2,40,130,,
SAR,DD21LAR007,315,317,D2002907,5,0.005,0.1,9,88000,1,72600,360,0.3,9650,0.05,84,12,70,3.6,4.5,3,1,,16,6,3.5,0.5,0.25,32300,41,0.25,21500,760,0.5,1200,2.5,34,20,500,9.5,5,181,0.25,14,1,6,2.5,450,282000,7.4,0.2,1,0.1,14,3050,0.25,6,,70,24,2,30,125,,
SAR,DD21LAR007,317,319,D2002908,20,0.005,0.1,22.5,85000,1,81500,298,0.05,3300,0.05,66,19.6,75,3,5.5,3,1,,18,6,4,0.5,0.25,26200,33,0.25,36900,460,0.5,1150,2.5,26,30,600,7.5,5,147,0.25,16,1,5,2.5,150,260000,5.8,0.2,1,0.1,16,3550,0.25,6,,80,28,3,50,145,,
SAR,DD21LAR007,319,321,D2002909,5,0.005,0.1,6.5,77900,1,80800,269,0.05,2600,0.05,92,16.8,75,3.6,6,3,1,,20,7,4.5,0.5,0.25,25300,46,0.25,36800,460,0.5,1200,2,39,30,600,10.5,5,153,0.25,14,1,7,2.5,100,269000,5,0.1,1,0.1,16,3450,0.25,6,,70,32,3,40,145,,
SAR,DD21LAR007,321,323,D2002910,5,0.005,0.1,7.5,85800,1,73700,312,0.3,3100,0.05,89,15.6,65,2.9,4.5,3,1,,17,6,3.5,0.5,0.25,27400,46,0.25,26000,480,0.5,1300,2,36,20,600,10,5,149,0.25,14,1,7,2.5,200,290000,7.6,0.2,1,0.1,14.5,3150,0.25,6,,70,25,2,50,130,,
